symbol,open_price,change,percent_change,close_price,type,clientNameEn,exchange,marketCapPrev,sharesOutstanding
VHE,3.0,0.5,16.666666666666664,3.5,s,Viet Nam Herbs and Foods Joint Stock Company,HNX,112675986400.0,33139996.0
VHL,20.3,-2.6999999999999993,-13.300492610837434,17.6,s,Viglacera Ha Long Joint Stock Company,HNX,397500000000.0,25000000.0
VIF,13.0,5.899999999999999,45.38461538461537,18.9,s,VietNam Forestry Corporation - Joint Stock Company,HNX,6440000000000.0,350000000.0
VIG,4.4,4.199999999999999,95.45454545454542,8.6,s,Viet Nam Financial Investment Securities Corporation,HNX,352039740000.0,45133300.0
VIT,18.6,0.5999999999999979,3.2258064516128915,19.2,s,Viglacera Tien Son Joint Stock Company,HNX,869994153600.0,49999664.0
VLA,50.0,-29.8,-59.599999999999994,20.2,s,Van Lang Technology Development and Investment Joint Stock Company,HNX,80719119200.0,3995996.0
VMC,8.8,0.5999999999999996,6.818181818181814,9.4,s,Vimeco Joint Stock Company,HNX,203036080200.0,21599583.0
VMS,18.0,13.5,75.0,31.5,s,Vietnam Maritime Development Joint Stock Company,HNX,292499935000.0,8999998.0
VNC,48.4,1.1000000000000014,2.2727272727272756,49.5,s,Vinacontrol Group Corporation,HNX,482979760000.0,10499560.0
VNF,9.3,0.09999999999999964,1.0752688172042972,9.4,s,Vinafreight Joint Stock Company,HNX,294813534000.0,31700380.0
VNR,19.6,8.599999999999998,43.87755102040815,28.2,s,Viet Nam National Reinsurance Corporation,HNX,4205565927000.0,150737130.0
VNT,62.1,-10.700000000000003,-17.230273752012888,51.4,s,Foreign Trade Forwarding and Transportation Joint Stock Company,HNX,783936968700.0,16644097.0
VSA,19.8,1.1999999999999993,6.060606060606057,21.0,s,Vietnam Ocean Shipping Agency Corporation,HNX,297435854600.0,14096486.0
VSM,17.0,0.0,0.0,17.0,s,Central Container Joint Stock Company,HNX,57034932000.0,3354996.0
VTC,12.0,-2.0999999999999996,-17.499999999999996,9.9,s,VTC Telecommunications Joint Stock Company,HNX,43932687100.0,4529143.0
VTH,8.2,-0.4999999999999991,-6.0975609756097455,7.7,s,Viet Thai Electric Cable Corporation,HNX,62409913100.0,7899989.0
VTJ,3.8,-0.5,-13.157894736842104,3.3,s,VI NA TA BA Trading & Investment Joint Stock Company,HNX,39900000000.0,11400000.0
VTV,4.4,0.09999999999999964,2.2727272727272645,4.5,s,VICEM Energy And Environment Joint Stock Company,HNX,137279230000.0,31199825.0
VTZ,7.5,0.5,6.666666666666667,8.0,s,Viet Thanh Plastic Trading and Manufacturing Joint Stock Company,HNX,331100000000.0,43000000.0
WCS,163.0,15.199999999999989,9.325153374233123,178.2,s,West Coach Station Joint Stock Company,HNX,452500000000.0,2500000.0
WSS,5.3,1.6000000000000005,30.18867924528303,6.9,s,Wall Street Securities Company,HNX,321920000000.0,50300000.0
X20,7.9,1.6999999999999993,21.518987341772142,9.6,s,X20 Joint Stock Company,HNX,158700000000.0,17250000.0
A32,30.2,2.5000000000000036,8.27814569536425,32.7,s,32 Joint Stock Company,UPCOM,195160000000.0,6800000.0
AAS,9.1,0.9000000000000004,9.890109890109894,10.0,s,SmartInvest Securities Joint Stock Company,UPCOM,1912799703516.0,199999969.0
ABB,8.0,0.5999999999999996,7.499999999999996,8.6,s,An Binh Commercial Joint Stock Bank,UPCOM,8636346742128.0,1035036762.0
ABC,5.4,9.1,168.5185185185185,14.5,s,VMG Media Joint Stock Company,UPCOM,286302338000.0,20389000.0
ABI,35.1,5.899999999999999,16.8091168091168,41.0,s,Agriculture Bank Insurance Joint Stock Corporation (ABIC),UPCOM,1981344417921.0,50399217.0
ACE,37.0,-3.200000000000003,-8.648648648648656,33.8,s,An Giang Centrifugal Concrete Joint Stock Company,UPCOM,103546557921.0,3050781.0
ACM,0.8,-0.10000000000000009,-12.50000000000001,0.7,s,A Cuong Mineral Group Joint Stock Company,UPCOM,30600000000.0,51000000.0
ACS,15.5,-8.2,-52.9032258064516,7.3,s,Architects & Construction Service Corporation,UPCOM,29200000000.0,4000000.0
ACV,84.4,-9.5,-11.255924170616113,74.9,s,Airports Corporation of Vietnam,UPCOM,162470164939552.0,2176950436.0
ADP,14.5,3.5,24.137931034482758,18.0,s,A Dong Paint Joint Stock Company,HOSE,415869292500.0,23039850.0
AFX,12.3,-1.8000000000000007,-14.634146341463419,10.5,s,An Giang Agriculture and Foods Import - Export Joint Stock Company,UPCOM,358540000000.0,35000000.0
AG1,4.8,2.2,45.833333333333336,7.0,s,28.1 Joint Stock Company,UPCOM,34043702000.0,4863386.0
AGF,2.3,0.7000000000000002,30.43478260869566,3.0,s,An Giang Fisheries Import and Export Joint Stock Company,UPCOM,84329229000.0,28109743.0
AGP,22.9,2.3000000000000007,10.043668122270747,25.2,s,AGIMEXPHARM Pharmaceutical Joint Stock Company,UPCOM,516611325000.0,20664453.0
AGX,35.6,5.0,14.044943820224717,40.6,s,Sai Gon Export Foodstuffs and Agricultural Products Joint Stock Company,UPCOM,438480000000.0,10800000.0
AIC,8.7,1.0,11.49425287356322,9.7,s,Vietnam National Aviation Insurance Corporation,UPCOM,960000000000.0,100000000.0
ALV,3.0,1.4000000000000004,46.66666666666668,4.4,s,ALVICO Construction Joint Stock Company,UPCOM,24679916832.0,5657936.0
AMP,10.9,6.4,58.71559633027523,17.3,s,Armephaco Joint Stock Company,UPCOM,224900000000.0,13000000.0
AMS,6.0,4.1,68.33333333333333,10.1,s,AMECC Mechanical Construction Joint Stock Company ,UPCOM,590820000000.0,60000000.0
ANT,7.1,3.8000000000000007,53.5211267605634,10.9,s,An Giang Fruit-Vegetables & Foodstuff Joint Stock Company,UPCOM,143999880000.0,14399988.0
APF,62.5,-3.1000000000000014,-4.960000000000003,59.4,s,Quang Ngai Agricultural Products And Foodstuff Joint Stock Company,UPCOM,1531124044684.0,25936748.0
APL,24.8,-3.8000000000000007,-15.322580645161294,21.0,s,VVMI - Mechanical And Pressure Equipment Joint Stock Company,UPCOM,28920000000.0,1200000.0
APP,4.3,1.1000000000000005,25.581395348837223,5.4,s,Additives and Petroleum Products Joint Stock Company,UPCOM,23150696800.0,4724632.0
APT,2.4,1.1,45.833333333333336,3.5,s,Saigon Aquatic Products Trading Joint Stock Company,UPCOM,30800000000.0,8800000.0
ASA,12.6,0.0,0.0,12.6,s,ASA Joint Stock Company,UPCOM,126000000000.0,10000000.0
ATA,1.2,0.0,0.0,1.2,s,NTACO Corporation,UPCOM,15599997400.0,11999998.0
ATB,1.0,-0.4,-40.0,0.6,s,An Thinh Joint Stock Company,UPCOM,8330400000.0,13884000.0
ATG,2.9,-0.10000000000000009,-3.448275862068969,2.8,s,An Truong An Joint Stock Company,UPCOM,44138000000.0,15220000.0
AVC,38.5,16.5,42.857142857142854,55.0,s,A Vuong Hydropower Joint Stock Company,UPCOM,4127862860000.0,75052052.0
AVF,0.6,0.0,0.0,0.6,s,Anvifish Joint Stock Company,UPCOM,26002800000.0,43338000.0
B82,0.7,-0.19999999999999996,-28.571428571428566,0.5,s,Joint Stock - Company No 482,UPCOM,2500000000.0,5000000.0
BAL,6.9,1.0,14.492753623188406,7.9,s,Beer - Alcohol - Beverage Packaging Joint Stock Company,UPCOM,15200000000.0,2000000.0
BBH,13.1,-0.29999999999999893,-2.2900763358778544,12.8,s,Hoang Thach Joint Stock Bagging Company,UPCOM,26213529600.0,2047932.0
BBM,6.7,3.7,55.223880597014926,10.4,s,Ha Noi - Nam Dinh Beer Joint Stock Company,UPCOM,16900000000.0,2000000.0
BBT,8.9,1.0,11.235955056179774,9.9,s,Bach Tuyet Cotton Corporation,UPCOM,94080000000.0,9800000.0
BCA,4.9,1.5,30.61224489795918,6.4,s,B.C.H Joint Stock Company,UPCOM,121828000000.0,19000000.0
BCB,0.4,0.09999999999999998,24.999999999999993,0.5,s,397 Joint Stock Company,UPCOM,2850000000.0,5700000.0
BCP,7.2,1.7000000000000002,23.611111111111114,8.9,s,Enlie Pharmaceutical Joint Stock Company,UPCOM,60600000000.0,6000000.0
BCV,21.5,0.0,0.0,21.5,s,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,UPCOM,38700000000.0,1800000.0
BDG,24.1,2.3999999999999986,9.958506224066383,26.5,s,Protrade Garment Joint Stock Company,UPCOM,657024280560.0,24799920.0
BDT,26.4,-9.599999999999998,-36.36363636363636,16.8,s,DongThap Building Materials & Construction Joint Stock Company,UPCOM,640104709000.0,38595400.0
BDW,25.3,-6.600000000000001,-26.086956521739136,18.7,s,Binh Dinh Water Supply and Sewerage Joint Stock Company,UPCOM,265591120000.0,12410800.0
BEL,11.7,-0.6999999999999993,-5.982905982905977,11.0,s,Viettronics Bien Hoa Joint Stock Company,UPCOM,66000000000.0,6000000.0
BGW,17.2,-0.1999999999999993,-1.1627906976744147,17.0,s,Bac Giang Clean Water Joint Stock Company,UPCOM,308540582000.0,18149446.0
BHA,15.0,0.1999999999999993,1.3333333333333286,15.2,s,Bac Ha Hydropower Joint Stock Company,UPCOM,1003200000000.0,66000000.0
BHC,2.2,-0.20000000000000018,-9.090909090909099,2.0,s,Bien Hoa Concrete Joint Stock Company,UPCOM,9000000000.0,4500000.0
BHG,13.5,0.0,0.0,13.5,s,Bien Ho Tea Joint Stock Company,UPCOM,120631180500.0,8935643.0
BHK,12.2,-1.1999999999999993,-9.836065573770487,11.0,s,Ha Noi - Kim Bai Beer Joint Stock Company,UPCOM,43846000000.0,3986000.0
BHP,7.9,-0.20000000000000018,-2.531645569620255,7.7,s,Ha Noi - Hai Phong Beer Joint Stock Company,UPCOM,79859823000.0,9179290.0
BIG,9.4,0.09999999999999964,1.0638297872340388,9.5,s,BIG Invest Group Joint Stock Company,UPCOM,44560000000.0,5000000.0
BIO,20.7,-3.099999999999998,-14.975845410628011,17.6,s,Nha Trang Vaccines and Biological Products Joint Stock Company,UPCOM,172740300000.0,8551500.0
BLI,12.6,-0.09999999999999964,-0.7936507936507908,12.5,s,Bao Long Insurance Corporation,UPCOM,803992951600.0,59999474.0
BLN,7.5,-1.0,-13.333333333333334,6.5,s,Lien Ninh Transport and Service Joint Stock Company,UPCOM,32500000000.0,5000000.0
BLT,29.0,5.0,17.24137931034483,34.0,s,Binh Dinh Food Joint Stock Company,UPCOM,125332000000.0,4000000.0
BLW,20.1,-8.500000000000002,-42.28855721393035,11.6,s,Bac Lieu Water Supply Joint Stock Company,UPCOM,129558080000.0,11168800.0
BMD,15.1,-4.1,-27.1523178807947,11.0,s,Binh Thuan Environmental Urban Service Joint Stock Company,UPCOM,27532800000.0,2753280.0
BMF,33.5,-20.5,-61.19402985074627,13.0,s,Dong Nai Building Material and Fuel Joint Stock Company,UPCOM,175375240590.0,15848115.0
BMG,24.8,-5.300000000000001,-21.370967741935488,19.5,s,Binh Minh Garment Joint Stock Company,UPCOM,103194000000.0,5292000.0
BMJ,15.9,-4.300000000000001,-27.04402515723271,11.6,s,Easterns AHP Minerals Joint Stock Company,UPCOM,1238999740400.0,104999978.0
BMN,8.6,-0.5999999999999996,-6.976744186046507,8.0,s,715 Joint Stock Company,UPCOM,22000000000.0,2750000.0
BMS,5.1,7.300000000000001,143.1372549019608,12.4,s,Bao Minh Securities Company Limited,UPCOM,720950180176.0,64647613.0
BMV,29.1,15.699999999999996,53.95189003436425,44.8,s,Vinafood 1 Flour Joint Stock Company,UPCOM,1084160000000.0,24200000.0
BNW,8.7,1.3000000000000007,14.942528735632193,10.0,s,Bac Ninh Clean Water Joint Stock Company,UPCOM,375493910000.0,37549391.0
BOT,3.0,1.0,33.33333333333333,4.0,s,Thai Ha Bridge BOT Joint Stock Company,UPCOM,224604618800.0,59246800.0
BQB,2.9,0.7000000000000002,24.137931034482765,3.6,s,Hanoi - Quang Binh Beer Joint Stock Company,UPCOM,21460000000.0,5800000.0
BRR,22.1,-4.400000000000002,-19.909502262443446,17.7,s,BaRia Rubber Joint Stock Company,UPCOM,1755000000000.0,112500000.0
BRS,20.0,1.5,7.5,21.5,s,Ba Ria Urban Service Joint Stock Company,UPCOM,97651925000.0,4541950.0
BSA,17.6,0.09999999999999787,0.568181818181806,17.7,s,Buon Don Hydropower Joint Stock Company,UPCOM,1196632452500.0,66850975.0
BSD,20.3,5.699999999999999,28.078817733990142,26.0,s,Sai Gon - Dong Xuan Beer Alcohol Joint Stock Company,UPCOM,78000000000.0,3000000.0
BSG,16.2,-2.6999999999999993,-16.666666666666664,13.5,s,Saigon Passenger Transport Joint Stock Company,UPCOM,791700000000.0,60000000.0
BSH,29.5,-7.600000000000001,-25.762711864406786,21.9,s,Sai Gon - Ha Noi Beer Corporation,UPCOM,394200000000.0,18000000.0
BSL,10.1,-0.29999999999999893,-2.9702970297029596,9.8,s,Sai Gon - Song Lam Beer Joint Stock Company,UPCOM,441000000000.0,45000000.0
BSP,16.8,-6.600000000000001,-39.28571428571429,10.2,s,Sai Gon - Phu Tho Beer Joint Stock Company,UPCOM,127500000000.0,12500000.0
BSQ,28.3,-5.300000000000001,-18.72791519434629,23.0,s,Sai Gon - Quang Ngai Beer Joint Stock Company,UPCOM,1016190000000.0,45000000.0
BSR,13.3,8.5,63.90977443609023,21.8,s,Binh Son Refining and Petrochemical Joint Stock Company,UPCOM,64149337055040.0,3100499616.0
BT1,15.8,-2.1000000000000014,-13.29113924050634,13.7,s,Central Plant Protection Joint Stock Company No.1,UPCOM,71925000000.0,5250000.0
BT6,4.3,0.6000000000000005,13.953488372093037,4.9,s,BETON 6 Corporation,UPCOM,161236999000.0,32905510.0
BTB,6.0,0.40000000000000036,6.666666666666672,6.4,s,Ha Noi - Thai Binh Beer Joint Stock Company,UPCOM,49223846400.0,7691226.0
BTD,27.0,-5.699999999999999,-21.111111111111107,21.3,s,Thuduc Centrifugal Concrete Joint Stock Company,UPCOM,135940569200.0,6412291.0
BTG,8.2,1.3000000000000007,15.853658536585376,9.5,s,Tien Giang Packaging Joint Stock Company,UPCOM,11305000000.0,1190000.0
BTH,17.6,3.099999999999998,17.61363636363635,20.7,s,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,UPCOM,447500000000.0,25000000.0
BTN,3.9,-0.3999999999999999,-10.256410256410255,3.5,s,Binh Dinh Bitco Investment Joint Stock Company,UPCOM,15019338992.0,4396762.0
BTU,10.3,0.6999999999999993,6.7961165048543615,11.0,s,Ben Tre Urban Project Joint Stock Company,UPCOM,39600000000.0,3600000.0
BTV,23.8,-13.200000000000001,-55.46218487394958,10.6,s,Ben Thanh Tourist Service Corporation,UPCOM,264539960000.0,24956600.0
BVB,9.9,0.5,5.05050505050505,10.4,s,Viet Capital Commercial Joint Stock Bank,UPCOM,5132688080000.0,501680000.0
BVG,2.0,0.7000000000000002,35.00000000000001,2.7,s,Bac Viet Group Joint Stock Company,UPCOM,24455377584.0,9750948.0
BVL,13.4,1.5999999999999996,11.940298507462684,15.0,s,BV Land Joint Stock Company,UPCOM,859692000000.0,57312800.0
BVN,11.3,1.3999999999999986,12.389380530973439,12.7,s,Vietnam Cotton Joint Stock Company,UPCOM,72500000000.0,5000000.0
BWA,11.0,-1.8000000000000007,-16.36363636363637,9.2,s,Bao Loc Supply Sewerage and Constructon Joint Stock Company,UPCOM,24840000000.0,2700000.0
BWS,27.7,-0.6999999999999993,-2.5270758122743655,27.0,s,Ba Ria - Vung Tau Water Supply Joint Stock Company,UPCOM,2430000000000.0,90000000.0
C12,4.0,-0.3999999999999999,-9.999999999999998,3.6,s,Bridge Joint Stock Company No.12,UPCOM,17460000000.0,4850000.0
C21,11.3,1.1999999999999993,10.619469026548666,12.5,s,Century 21 Joint Stock Company,UPCOM,226733087500.0,18138647.0
C22,12.0,2.3000000000000007,19.166666666666675,14.3,s,22 Joint Stock Company,UPCOM,39050000000.0,3550000.0
C4G,9.6,3.3000000000000007,34.375000000000014,12.9,s,Cienco4 Group Joint Stock Company,UPCOM,4511993921512.0,357300754.0
C92,2.6,1.4999999999999996,57.69230769230768,4.1,s,Engineering Construction Joint Stock Company No 492,UPCOM,19126512000.0,5312920.0
CAB,16.6,-4.100000000000001,-24.6987951807229,12.5,s,Vietnam Television Cable Joint Stock Company,UPCOM,571823450000.0,45745876.0
CAD,0.7,0.0,0.0,0.7,s,Cadovimex Seafood Import-Export And Processing Joint Stock Company,UPCOM,12479956200.0,20799927.0
CAR,27.2,5.0000000000000036,18.38235294117648,32.2,s,Tri Viet Education Group Joint Stock Company,UPCOM,101443200000.0,3200000.0
CAT,18.3,-2.1000000000000014,-11.47540983606558,16.2,s,Seaprimexco-Vietnam,UPCOM,148060761384.0,9249173.0
CBI,6.7,0.5,7.462686567164178,7.2,s,Cao Bang Cast Iron and Steel Joint Stock Company,UPCOM,305345198600.0,43006366.0
CBS,50.6,-15.700000000000003,-31.027667984189726,34.9,s,Cao Bang Sugar Joint Stock Company,UPCOM,179029186308.0,5291868.0
CC1,12.2,3.700000000000001,30.327868852459027,15.9,s,Construction Corporation No.1 Joint Stock Company,UPCOM,5279073068691.0,358170369.0
CC4,20.5,-6.5,-31.70731707317073,14.0,s,Investment and Construction Joint Stock Company No.4,UPCOM,896000000000.0,64000000.0
CCA,15.0,2.3999999999999986,15.99999999999999,17.4,s,Can Tho Import Export Seafood Joint Stock Company,UPCOM,238971895800.0,13734017.0
CCM,55.9,-13.5,-24.15026833631485,42.4,s,Can Tho Mineral And Cement Joint Stock Company,UPCOM,231876110400.0,6199896.0
CCP,16.7,8.600000000000001,51.49700598802396,25.3,s,Hai Phong Cua Cam Port Joint Stock Company,UPCOM,60720000000.0,2400000.0
CCT,11.9,-1.0999999999999996,-9.243697478991592,10.8,s,Can Tho Port Joint Stock Company,UPCOM,262016000000.0,28480000.0
CCV,32.5,1.5,4.615384615384616,34.0,s,VCC Engineering Consultants Joint - Stock Company,UPCOM,61200000000.0,1800000.0
CDG,3.3,-0.7999999999999998,-24.24242424242424,2.5,s,CauDuong Joint Stock Company,UPCOM,8662277500.0,3464911.0
CDH,2.6,-0.5,-19.23076923076923,2.1,s,Hai Phong Public Works and Tourism Services Joint Stock Company,UPCOM,4200000000.0,2000000.0
CDO,1.3,0.0,0.0,1.3,s,Consultancy Design and Urban Development Joint Stock Company,UPCOM,40956467500.0,31504975.0
CDP,11.5,-0.09999999999999964,-0.8695652173913012,11.4,s,Codupha Central Pharmaceutical Joint Stock Company,UPCOM,203938560000.0,18208800.0
CDR,6.5,-0.9000000000000004,-13.846153846153852,5.6,s,Dong Nai Rubber Construction Joint Stock Company,UPCOM,11946317600.0,2133271.0
CE1,9.0,0.0,0.0,9.0,s,Construction And Industry Equipment Joint Stock Company - CIE1,UPCOM,54000000000.0,6000000.0
CEG,2.5,4.1,164.0,6.6,s,Construction and Industry Equipment Group Corporation,UPCOM,25080000000.0,3800000.0
CEN,3.5,4.4,125.71428571428574,7.9,s,CENCON Vietnam Joint Stock Company,UPCOM,151313994360.0,21712440.0
CFM,9.9,-1.0999999999999996,-11.111111111111107,8.8,s,CFM Investment Joint Stock Company,UPCOM,17600000000.0,2000000.0
CFV,15.2,12.8,84.21052631578948,28.0,s,Thang Loi Coffee Joint Stock Company,UPCOM,354200000000.0,12650000.0
CGV,2.4,0.30000000000000027,12.50000000000001,2.7,s,Vinaceglass Joint Stock Company,UPCOM,26599876800.0,9499956.0
CH5,3.9,7.799999999999999,199.99999999999997,11.7,s,Hanoi Construction Joint Stock Company No.5,UPCOM,50014830000.0,3732450.0
CHC,2.9,0.7000000000000002,24.137931034482765,3.6,s,Cam Ha Joint Stock Company,UPCOM,24233745600.0,6731596.0
CHS,8.5,1.0999999999999996,12.94117647058823,9.6,s,Ho Chi Minh City Public Lighting Joint Stock Company,UPCOM,278320000000.0,28400000.0
CI5,11.9,-3.9000000000000004,-32.773109243697476,8.0,s,No.5 Construction Investment Joint Stock Company,UPCOM,21599376000.0,2699922.0
CID,7.7,1.2999999999999998,16.88311688311688,9.0,s,Contruction and Infrastructure Development Joint Stock Corporation,UPCOM,7149450000.0,928500.0
CIP,1.9,1.2000000000000002,63.15789473684211,3.1,s,Construction and Industrial Production Joint Stock Company,UPCOM,14544000000.0,4545000.0
CKA,30.0,7.0,23.333333333333332,37.0,s,An Giang Mechanical Joint Stock Company,UPCOM,122145777468.0,3286404.0
CKD,22.0,3.1999999999999993,14.545454545454541,25.2,s,Dong Anh Licogi Mechanical Joint Stock Company,UPCOM,762600000000.0,31000000.0
CLG,1.1,-0.30000000000000004,-27.272727272727277,0.8,s,Cotec Investment and Land - house Development Joint Stock Company,UPCOM,16920000000.0,21150000.0
CLX,12.3,2.1999999999999993,17.88617886178861,14.5,s,Cho Lon Investment And Import Export Corporation (CHOLIMEX),UPCOM,1239159400000.0,86600000.0
CMD,16.0,1.6999999999999993,10.624999999999996,17.7,s,Construction Materials and Interior Decoration Joint Stock Company,UPCOM,196383660000.0,11220000.0
CMF,195.0,-29.0,-14.871794871794872,166.0,s,Cholimex Food Joint Stock Company,UPCOM,1344600000000.0,8100000.0
CMI,2.5,-0.3999999999999999,-15.999999999999998,2.1,s,CMISTONE Vietnam Stock Company,UPCOM,35200000000.0,16000000.0
CMK,9.5,-0.6999999999999993,-7.368421052631572,8.8,s,Mao Khe - Vinacomin Mechanical Joint Stock Company,UPCOM,12606686400.0,1432578.0
CMM,8.0,-1.5,-18.75,6.5,s,CAMIMEX JOINT STOCK COMPANY,UPCOM,575410487822.0,94499998.0
CMN,56.5,-10.299999999999997,-18.230088495575217,46.2,s,Colusa - Miliket Foodstuff Joint Stock Company,UPCOM,292800000000.0,4800000.0
CMP,8.1,0.0,0.0,8.1,s,ChanMay Port Joint Stock Company,UPCOM,262483861500.0,32405415.0
CMT,12.1,-0.5999999999999996,-4.958677685950411,11.5,s,Information and Networking technology Joint stock Company,UPCOM,82973969780.0,7277780.0
CMW,12.4,-3.9000000000000004,-31.451612903225808,8.5,s,Ca Mau Water Supply Joint Stock Company,UPCOM,132046650000.0,15534900.0
CNA,43.9,0.0,0.0,43.9,s,Nghe An Tea Corporation Joint Stock Company,UPCOM,149942864500.0,3415555.0
CNC,28.3,1.6999999999999993,6.007067137809185,30.0,s,Traphaco High Tech Joint Stock Company,UPCOM,340929750000.0,11364325.0
CNN,31.0,14.399999999999999,46.4516129032258,45.4,s,Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,UPCOM,371360000000.0,8800000.0
CNT,12.7,5.300000000000001,41.73228346456694,18.0,s,CNT Group Corporation,UPCOM,729248310630.0,39915069.0
CPA,11.2,-4.8999999999999995,-43.75,6.3,s,Phuoc An Coffee Joint Stock Company,UPCOM,160670332000.0,23627990.0
CPH,0.3,0.0,0.0,0.3,s,Haiphong Funeral Services Joint Stock Company,UPCOM,1320000000.0,4400000.0
CPI,2.7,-0.30000000000000027,-11.11111111111112,2.4,s,Cai Lan Port Investment Joint Stock Company,UPCOM,87612000000.0,36505000.0
CQN,20.5,9.5,46.34146341463415,30.0,s,Quang Ninh Port Joint Stock Company,UPCOM,2243993086400.0,75049936.0
CQT,12.3,-1.3000000000000007,-10.569105691056915,11.0,s,VVMI Quan Trieu Cement Joint Stock Company,UPCOM,275675000000.0,25000000.0
CSI,57.7,-13.100000000000001,-22.70363951473137,44.6,s,Vietnam Construction Securities Joint Stock Company,UPCOM,707784000000.0,16800000.0
CST,14.6,1.5000000000000018,10.273972602739738,16.1,s,Cao Son Coal Joint Stock Company,UPCOM,689661658208.0,42846773.0
CT3,5.3,2.0,37.735849056603776,7.3,s,Project 3 Construction And Investment Joint Stock Company,UPCOM,64238218800.0,8799756.0
CT6,5.2,0.5,9.615384615384615,5.7,s,Construction Joint Stock Company No.6,UPCOM,34802826300.0,6105759.0
CTA,1.5,-0.10000000000000009,-6.666666666666672,1.4,s,Vinavico Joint Stock Company,UPCOM,13359333400.0,9542381.0
CTN,1.3,-0.7000000000000001,-53.846153846153854,0.6,s,Underground Works Construction Joint Stock Company - VINAVICO,UPCOM,2922507000.0,4870845.0
CTW,14.7,2.3000000000000007,15.646258503401366,17.0,s,Can Tho Water Supply - Sewerage Joint Stock Company,UPCOM,447977600000.0,27998600.0
CYC,3.3,-0.8999999999999999,-27.27272727272727,2.4,s,Chang Yih Ceramic Joint Stock Company,UPCOM,21711420000.0,9046425.0
DAC,8.4,-1.0,-11.904761904761903,7.4,s,382 Dong Anh Joint -Stock Company,UPCOM,7436807600.0,1004974.0
DAN,32.9,-8.399999999999999,-25.53191489361702,24.5,s,Danapha Pharmaceutical joint stock company,UPCOM,512981000000.0,20938000.0
DAS,5.3,1.2999999999999998,24.528301886792452,6.6,s,Danang Petroleum Machinery - Technology Joint Stock Company,UPCOM,27720000000.0,4200000.0
DBM,35.0,2.0,5.714285714285714,37.0,s,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,61159896000.0,1941584.0
DC1,6.1,0.5,8.196721311475411,6.6,s,Development Investment Construction Number 1 Joint Stock Company,UPCOM,34084318079.0,4504337.0
DCF,53.1,37.699999999999996,70.99811676082861,90.8,s,Design and Construction Joint Stock Company No.1,UPCOM,2724000000000.0,30000000.0
DCG,30.8,-9.3,-30.1948051948052,21.5,s,DapCau Garment Corporation Joint Stock Company,UPCOM,146737414000.0,6824996.0
DCH,5.9,4.199999999999999,71.18644067796609,10.1,s,Ha Noi Cadastral Survey Joint Stock Company,UPCOM,29088000000.0,2880000.0
DCR,6.2,0.39999999999999947,6.451612903225798,6.6,s,COSEVCO Ceramic Tiles Joint Stock Company,UPCOM,42900000000.0,6500000.0
DCS,0.7,-0.19999999999999996,-28.571428571428566,0.5,s,Dai Chau Group Joint Stock Company,UPCOM,36185719800.0,60309533.0
DCT,1.1,-0.40000000000000013,-36.36363636363637,0.7,s,Dong Nai Roofsheet & Construction Material Joint Stock Company,UPCOM,19056552900.0,27223647.0
DDH,16.3,0.1999999999999993,1.2269938650306704,16.5,s,Hai Phong Waterway Traffic Assurance Joint Stock Company,UPCOM,59400000000.0,3600000.0
DDM,2.3,-0.8999999999999999,-39.130434782608695,1.4,s,Dong Do Marine Joint Stock Company,UPCOM,15917839600.0,12244492.0
DDN,9.3,-0.5,-5.376344086021505,8.8,s,Danang Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,136071792720.0,15349328.0
DDV,8.7,2.3000000000000007,26.436781609195414,11.0,s,DAP - Vinachem Joint Stock Company,UPCOM,1597127316900.0,146109900.0
DFC,17.3,1.8999999999999986,10.982658959537565,19.2,s,Dong Anh C&F Joint Stock Company,UPCOM,218880000000.0,11400000.0
DFF,15.2,-5.299999999999999,-34.868421052631575,9.9,s,Dua Fat Group Joint Stock Company,UPCOM,792000000000.0,80000000.0
DGT,8.3,-1.6000000000000005,-19.277108433734945,6.7,s,DONA Transportation Construction Joint Stock Company,UPCOM,514685000000.0,79000000.0
DHB,10.4,-2.6000000000000005,-25.000000000000007,7.8,s,HaBac Nitrogenous Ferlitizer & Chemicals Joint Stock Company,UPCOM,2068720000000.0,272200000.0
DHD,21.0,2.0,9.523809523809524,23.0,s,Hai Duong Pharmaceutical Medical Material Joint Stock Company,UPCOM,469191490000.0,20399630.0
DHN,22.1,-1.0,-4.524886877828054,21.1,s,Ha Noi Pharmar Joint Stock Company,UPCOM,132737990000.0,6290900.0
DIC,1.6,0.0,0.0,1.6,s,DIC Investment and Trading Joint Stock Company,UPCOM,41735296000.0,26084560.0
DID,3.4,1.4,41.17647058823529,4.8,s,DIC - Dong Tien Joint Stock Company,UPCOM,72332415760.0,15622552.0
DKC,1.3,0.0,0.0,1.3,s,Lang Son Market Joint Stock Company,UPCOM,2975102000.0,2288540.0
DLD,9.0,-3.8,-42.22222222222222,5.2,s,DakLak Tourist Joint Stock Company,UPCOM,49329299500.0,9307415.0
DLR,8.5,0.0,0.0,8.5,s,Dalat Real Estate Joint Stock Company,UPCOM,38250000000.0,4500000.0
